"CountryCode","SeriesCode","DESCRIPTION",
"BFA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BFA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BFA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BFA","IT.NET.BBND.P2","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BFA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BFA","IT.MLT.MAIN.P2","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BFA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BFA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BFA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BFA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"BFA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BFA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGD","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"BGD","IT.CEL.SETS","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","IT.MLT.MAIN.P2","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BGD","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BGD","IT.NET.BBND","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","MS.MIL.XPND.ZS","1988-2008 SIPRI estimates.",
"BGD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BGD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BGD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BGD","IT.CEL.SETS.P2","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"BGD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BGD","IT.MLT.MAIN","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","IT.NET.USER.ZS","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BGD","IT.NET.BBND.P2","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2018 are based on reports provided by the country. Short-term debt data for 2018 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"BGD","SG.GEN.PARL.ZS","In 2004, the number of seats in parliament was raised from 300 to 345, with the addition of 45 reserved seats for women. These reserved seats were filled in September and October 2005, being allocated to political parties in proportion to their share of the national vote received in the 2001 election. 
The parliament was dissolved on 27 October 2006, in view of elections that are yet to take place. Women held 52 of the 345 seats (15%) in the outgoing parliament. 
45 reserved seats reserved for women are yet to be filled in 2008.",
"BGD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGD","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"BGD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BGD","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BGR","SM.POP.REFG","Data since 2004 are UNHCR estimate based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The data source and definition for the earlier years is unclear.",
"BGR","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","IT.CEL.SETS.P2","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","MS.MIL.XPND.CN","1989-2003 SIPRI estimates.",
"BGR","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","SP.POP.TOTL","Data source: Eurostat",
"BGR","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed debt data from 2008 are World Bank staff estimates based on reports provided by the country. Short-term debt data for 2018 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"BGR","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","SP.DYN.TFRT.IN","Data source: Eurostat",
"BGR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"BGR","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"BGR","MS.MIL.XPND.ZS","1998-2003 SIPRI estimates.",
"BGR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BGR","SP.DYN.CDRT.IN","Data source: Eurostat, National Statistical Institute",
"BGR","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BGR","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","IT.MLT.MAIN.P2","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","IT.MLT.MAIN","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"BGR","IT.CEL.SETS","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"BGR","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","SP.POP.GROW","Data source: Eurostat",
"BGR","SP.DYN.CBRT.IN","Data source: Eurostat, National Statistical Institute",
"BGR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BGR","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BGR","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","MS.MIL.XPND.CD","1989-2003 SIPRI estimates.",
"BGR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGR","IT.NET.BBND","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"BGR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGR","IT.NET.BBND.P2","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","IT.NET.USER.ZS","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"BGR","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BHR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BHR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BHR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BHR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BHR","IT.NET.USER.ZS","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BHR","ST.INT.ARVL","Arrivals of non-resident visitors at national borders. From 2015, break in the series. Source: Inbound tourism survey. Excluding nationals residing abroad.",
"BHR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHR","MS.MIL.XPND.ZS","1990-2004 SIPRI estimates.",
"BHR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BHR","IT.NET.BBND.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","IT.MLT.MAIN","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","IT.MLT.MAIN.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BHR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BHR","ST.INT.DPRT","Departures - trips abroad by resident visitors. Source: Outbound tourism survey.",
"BHR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BHR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHR","IT.CEL.SETS.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","IT.NET.BBND","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHR","MS.MIL.XPND.CD","1971-2004 SIPRI estimates.",
"BHR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"BHR","MS.MIL.XPND.CN","1971-2004 SIPRI estimates.",
"BHR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BHR","IT.CEL.SETS","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BHS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BHS","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHS","IT.MLT.MAIN.P2","Batelco, Bahamas Telecommunications Corporation.",
"BHS","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BHS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BHS","IT.CEL.SETS","Batelco, Bahamas Telecommunications Corporation.",
"BHS","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHS","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BHS","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHS","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BHS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BHS","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"BHS","IT.NET.USER.ZS","Batelco, Bahamas Telecommunications Corporation.",
"BHS","IT.NET.BBND.P2","Batelco, Bahamas Telecommunications Corporation.",
"BHS","IT.MLT.MAIN","Batelco, Bahamas Telecommunications Corporation.",
"BHS","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BHS","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BHS","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHS","IT.CEL.SETS.P2","Batelco, Bahamas Telecommunications Corporation.",
"BHS","IT.NET.BBND","Batelco, Bahamas Telecommunications Corporation.",
"BHS","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BHS","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BHS","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BIH","DT.DOD.DPPG.CD","Prior to 1999 data on long-term public and publicly guaranteed debt include only IBRD and IMF loans.",
"BIH","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BIH","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BIH","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BIH","ST.INT.ARVL","Arrivals of non-resident tourists in all types of accommodation establishments.",
"BIH","IT.NET.BBND.P2","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.",
"BIH","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BIH","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BIH","IT.MLT.MAIN","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.",
"BIH","SM.POP.TOTL","Estimates are imputed using model estimates. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"BIH","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BIH","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BIH","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BIH","IT.MLT.MAIN.P2","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.",
"BIH","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BIH","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BIH","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BIH","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BIH","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed debt data from 2005 are World Bank staff estimates. Short-term debt for 2018 is based on data from the BIS.",
"BIH","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BIH","IT.CEL.SETS","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.",
"BIH","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BIH","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BIH","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BIH","IT.NET.USER.ZS","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.",
"BIH","IT.CEL.SETS.P2","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.",
"BIH","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BIH","IT.NET.BBND","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.",
"BIH","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BIH","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BIH","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BLR","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Data until 2015 without taking into account the Belarusian-Russian border segment; data from 2016 including estimation of the Belarusian-Russian border segment. Until 2011, Package tour only.",
"BLR","IT.NET.BBND.P2","Beltelecom. From 2003: Ministry of Communications and Informatization.",
"BLR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BLR","SP.DYN.LE00.FE.IN","Data source: Statistical Year Book; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research; Eurostat; TransMONEE",
"BLR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLR","SP.DYN.CBRT.IN","Data source: Eurostat, TransMONEE, United Nations World Population Prospects",
"BLR","SP.POP.TOTL","Data source: National Statistical Committee of the Republic of Belarus",
"BLR","IT.MLT.MAIN","Beltelecom. From 2003: Ministry of Communications and Informatization.",
"BLR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BLR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BLR","IT.NET.USER.ZS","Beltelecom. From 2003: Ministry of Communications and Informatization.",
"BLR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BLR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BLR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLR","SP.DYN.TFRT.IN","Data source: Eurostat, Center for Demography and Human Ecology, United Nations World Population Prospects",
"BLR","SP.DYN.LE00.MA.IN","Data source: Statistical Year Book; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research; Eurostat; TransMONEE",
"BLR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLR","ST.INT.DPRT","Departures - trips abroad by resident tourists. Package tour only.",
"BLR","MS.MIL.XPND.CD","1992-2000 SIPRI estimates.",
"BLR","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"BLR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BLR","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"BLR","IT.CEL.SETS.P2","Beltelecom. From 2003: Ministry of Communications and Informatization.",
"BLR","MS.MIL.XPND.CN","1992-2000 SIPRI estimates.",
"BLR","SP.DYN.CDRT.IN","Data source: Eurostat, TransMONEE, United Nations World Population Prospects",
"BLR","IT.MLT.MAIN.P2","Beltelecom. From 2003: Ministry of Communications and Informatization.",
"BLR","IT.CEL.SETS","Beltelecom. From 2003: Ministry of Communications and Informatization.",
"BLR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLR","SP.POP.GROW","Data source: National Statistical Committee of the Republic of Belarus",
"BLR","IT.NET.BBND","Beltelecom. From 2003: Ministry of Communications and Informatization.",
"BLR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2018 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"BLZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BLZ","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BLZ","IT.NET.USER.ZS","Belize Telecommunications Ltd (BTL).",
"BLZ","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BLZ","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"BLZ","IT.MLT.MAIN","Belize Telecommunications Ltd (BTL).",
"BLZ","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLZ","IT.CEL.SETS.P2","Belize Telecommunications Ltd (BTL).",
"BLZ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLZ","IT.NET.BBND","Belize Telecommunications Ltd (BTL).",
"BLZ","IT.NET.BBND.P2","Belize Telecommunications Ltd (BTL).",
"BLZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BLZ","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"BLZ","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BLZ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BLZ","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2018 are based on reports provided by the country. Short-term debt data are not available.",
"BLZ","IT.CEL.SETS","Belize Telecommunications Ltd (BTL).",
"BLZ","IT.MLT.MAIN.P2","Belize Telecommunications Ltd (BTL).",
"BLZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BLZ","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BLZ","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
